5.26km/h, 0.00 V, -0.81A , 13:5:27
55.09km/h, 75.98 V, -9.04A , 13:36:23
55.07km/h, 76.00 V, -8.86A , 13:36:23
55.07km/h, 76.03 V, -9.17A , 13:36:23
55.09km/h, 76.00 V, -9.25A , 13:36:23
55.09km/h, 76.01 V, -9.18A , 13:36:23
55.04km/h, 76.03 V, -9.19A , 13:36:23
55.05km/h, 76.00 V, -9.19A , 13:36:23
55.06km/h, 76.06 V, -9.08A , 13:36:24
55.08km/h, 75.96 V, -9.14A , 13:36:24
55.07km/h, 75.86 V, -9.22A , 13:36:24
55.08km/h, 76.04 V, -9.16A , 13:36:24
55.06km/h, 75.95 V, -9.21A , 13:36:24
55.03km/h, 75.83 V, -9.22A , 13:36:24
55.00km/h, 75.99 V, -9.04A , 13:36:24
55.00km/h, 75.98 V, -9.08A , 13:36:24
54.98km/h, 75.98 V, -8.93A , 13:36:24
54.97km/h, 76.16 V, -8.86A , 13:36:24
55.00km/h, 76.05 V, -8.92A , 13:36:24
54.96km/h, 76.19 V, -8.79A , 13:36:24
54.94km/h, 76.30 V, -8.59A , 13:36:24
54.92km/h, 76.12 V, -8.73A , 13:36:24
54.91km/h, 76.11 V, -8.73A , 13:36:24
54.93km/h, 76.14 V, -8.61A , 13:36:24
54.95km/h, 75.97 V, -8.82A , 13:36:24
54.95km/h, 76.03 V, -8.71A , 13:36:24
55.00km/h, 76.10 V, -8.92A , 13:36:24
55.01km/h, 76.03 V, -9.02A , 13:36:24
54.98km/h, 76.16 V, -8.99A , 13:36:24
55.01km/h, 76.08 V, -9.14A , 13:36:24
55.02km/h, 76.00 V, -9.23A , 13:36:24
55.02km/h, 75.93 V, -9.14A , 13:36:24
55.02km/h, 76.05 V, -9.06A , 13:36:25
55.02km/h, 76.15 V, -9.12A , 13:36:25
54.98km/h, 76.24 V, -9.09A , 13:36:25
54.96km/h, 76.16 V, -9.15A , 13:36:25
54.95km/h, 76.04 V, -9.16A , 13:36:25
54.94km/h, 75.96 V, -9.07A , 13:36:25
54.95km/h, 76.01 V, -9.02A , 13:36:25
54.94km/h, 75.95 V, -9.03A , 13:36:25
54.93km/h, 76.10 V, -8.95A , 13:36:25
54.91km/h, 76.11 V, -8.93A , 13:36:25
54.88km/h, 76.03 V, -8.89A , 13:36:25
54.84km/h, 76.00 V, -8.83A , 13:36:25
54.88km/h, 76.03 V, -8.92A , 13:36:25
54.92km/h, 76.06 V, -8.81A , 13:36:25
54.91km/h, 76.07 V, -8.70A , 13:36:25
54.92km/h, 76.16 V, -8.80A , 13:36:25
54.93km/h, 76.14 V, -8.76A , 13:36:25
54.94km/h, 76.20 V, -8.73A , 13:36:25
54.94km/h, 76.07 V, -8.91A , 13:36:25
54.96km/h, 76.06 V, -8.93A , 13:36:25
54.99km/h, 76.03 V, -9.02A , 13:36:25
55.05km/h, 75.90 V, -9.05A , 13:36:25
55.06km/h, 75.90 V, -8.84A , 13:36:25
55.00km/h, 75.88 V, -9.01A , 13:36:25
55.01km/h, 75.95 V, -9.15A , 13:36:25
54.99km/h, 75.96 V, -9.11A , 13:36:26
54.99km/h, 75.93 V, -9.13A , 13:36:26
55.01km/h, 76.02 V, -9.23A , 13:36:26
55.00km/h, 76.01 V, -9.04A , 13:36:26
55.01km/h, 76.02 V, -9.07A , 13:36:26
55.02km/h, 76.10 V, -9.10A , 13:36:26
55.01km/h, 76.15 V, -9.06A , 13:36:26
54.99km/h, 76.00 V, -9.15A , 13:36:26
55.01km/h, 75.99 V, -9.00A , 13:36:26
54.98km/h, 76.11 V, -8.89A , 13:36:26
55.02km/h, 75.93 V, -8.89A , 13:36:26
55.03km/h, 75.87 V, -8.78A , 13:36:26
55.00km/h, 75.86 V, -8.60A , 13:36:26
55.00km/h, 75.84 V, -8.79A , 13:36:26
55.01km/h, 75.96 V, -8.66A , 13:36:26
55.00km/h, 75.95 V, -8.59A , 13:36:26
55.01km/h, 76.06 V, -8.65A , 13:36:26
55.03km/h, 76.16 V, -8.57A , 13:36:26
55.03km/h, 76.14 V, -8.71A , 13:36:26
55.04km/h, 75.95 V, -8.75A , 13:36:26
55.01km/h, 76.08 V, -8.69A , 13:36:26
54.99km/h, 76.09 V, -8.80A , 13:36:26
55.01km/h, 75.93 V, -9.00A , 13:36:26
55.03km/h, 76.05 V, -8.93A , 13:36:26
55.03km/h, 76.05 V, -9.01A , 13:36:27
55.03km/h, 75.98 V, -9.09A , 13:36:27
55.02km/h, 75.98 V, -9.01A , 13:36:27
55.01km/h, 76.00 V, -9.07A , 13:36:27
55.03km/h, 75.98 V, -9.09A , 13:36:27
55.04km/h, 75.94 V, -9.15A , 13:36:27
55.04km/h, 75.96 V, -9.12A , 13:36:27
55.02km/h, 75.93 V, -9.24A , 13:36:27
55.00km/h, 75.97 V, -9.11A , 13:36:27
54.99km/h, 75.97 V, -9.09A , 13:36:27
54.94km/h, 75.96 V, -8.97A , 13:36:27
54.91km/h, 76.06 V, -8.96A , 13:36:27
54.93km/h, 76.00 V, -9.06A , 13:36:27
54.91km/h, 75.95 V, -8.90A , 13:36:27
54.92km/h, 75.97 V, -8.84A , 13:36:27
54.91km/h, 76.06 V, -8.82A , 13:36:27
54.94km/h, 76.13 V, -8.81A , 13:36:27
54.95km/h, 76.21 V, -8.77A , 13:36:27
54.96km/h, 76.16 V, -8.79A , 13:36:27
54.96km/h, 76.13 V, -8.72A , 13:36:27
54.96km/h, 76.06 V, -8.87A , 13:36:27
55.01km/h, 76.02 V, -8.92A , 13:36:27
55.02km/h, 76.04 V, -8.86A , 13:36:27
55.03km/h, 76.02 V, -8.99A , 13:36:27
55.03km/h, 76.08 V, -9.06A , 13:36:27
55.06km/h, 76.03 V, -9.08A , 13:36:28
55.04km/h, 75.88 V, -9.12A , 13:36:28
55.01km/h, 75.99 V, -9.18A , 13:36:28
55.00km/h, 76.03 V, -9.11A , 13:36:28
55.00km/h, 76.06 V, -9.23A , 13:36:28
55.03km/h, 76.13 V, -8.98A , 13:36:28
55.00km/h, 76.20 V, -8.94A , 13:36:28
55.00km/h, 76.12 V, -8.97A , 13:36:28
54.97km/h, 76.23 V, -8.85A , 13:36:28
54.99km/h, 76.18 V, -8.70A , 13:36:28
54.96km/h, 76.15 V, -8.76A , 13:36:28
55.00km/h, 76.20 V, -8.68A , 13:36:28
55.01km/h, 76.06 V, -8.57A , 13:36:28
55.00km/h, 76.04 V, -8.75A , 13:36:28
55.01km/h, 76.00 V, -8.60A , 13:36:28
55.01km/h, 76.13 V, -8.82A , 13:36:28
55.05km/h, 75.98 V, -8.88A , 13:36:28
55.02km/h, 76.06 V, -8.83A , 13:36:28
55.02km/h, 76.05 V, -9.02A , 13:36:28
54.99km/h, 76.05 V, -9.21A , 13:36:28
55.00km/h, 76.08 V, -9.08A , 13:36:28
54.98km/h, 76.10 V, -9.13A , 13:36:28
55.00km/h, 76.01 V, -9.22A , 13:36:28
55.02km/h, 76.02 V, -9.11A , 13:36:28
55.02km/h, 75.99 V, -9.16A , 13:36:29
55.02km/h, 75.85 V, -9.18A , 13:36:29
55.02km/h, 75.85 V, -9.03A , 13:36:29
55.03km/h, 75.80 V, -9.06A , 13:36:29
55.03km/h, 75.80 V, -9.04A , 13:36:29
55.02km/h, 75.76 V, -8.96A , 13:36:29
55.02km/h, 75.83 V, -9.04A , 13:36:29
55.00km/h, 75.83 V, -9.01A , 13:36:29
54.99km/h, 76.08 V, -8.88A , 13:36:29
55.00km/h, 76.10 V, -8.95A , 13:36:29
55.00km/h, 76.12 V, -8.82A , 13:36:29
55.00km/h, 76.01 V, -8.72A , 13:36:29
54.97km/h, 76.02 V, -8.88A , 13:36:29
54.98km/h, 76.03 V, -8.81A , 13:36:29
54.99km/h, 75.94 V, -8.70A , 13:36:29
54.99km/h, 76.01 V, -8.88A , 13:36:29
54.97km/h, 76.10 V, -8.74A , 13:36:29
55.00km/h, 76.12 V, -8.80A , 13:36:29
55.00km/h, 76.06 V, -8.90A , 13:36:29
54.99km/h, 76.03 V, -8.80A , 13:36:29
54.98km/h, 75.96 V, -8.98A , 13:36:29
54.95km/h, 76.12 V, -9.10A , 13:36:29
54.97km/h, 76.20 V, -9.06A , 13:36:29
54.93km/h, 76.19 V, -9.20A , 13:36:29
54.94km/h, 76.23 V, -9.27A , 13:36:29
54.97km/h, 76.20 V, -9.05A , 13:36:30
54.98km/h, 76.06 V, -9.10A , 13:36:30
54.98km/h, 75.96 V, -9.12A , 13:36:30
54.99km/h, 76.04 V, -9.03A , 13:36:30
54.94km/h, 76.23 V, -9.03A , 13:36:30
54.92km/h, 76.35 V, -8.99A , 13:36:30
54.95km/h, 76.27 V, -8.91A , 13:36:30
54.90km/h, 76.20 V, -8.87A , 13:36:30
54.91km/h, 76.23 V, -8.61A , 13:36:30
54.87km/h, 76.26 V, -8.54A , 13:36:30
54.84km/h, 76.23 V, -8.64A , 13:36:30
54.79km/h, 76.27 V, -8.46A , 13:36:30
54.72km/h, 76.33 V, -8.31A , 13:36:30
54.63km/h, 76.26 V, -8.36A , 13:36:30
54.60km/h, 76.36 V, -8.30A , 13:36:30
54.54km/h, 76.27 V, -8.22A , 13:36:30
54.47km/h, 76.30 V, -8.27A , 13:36:30
54.40km/h, 76.45 V, -8.19A , 13:36:30
54.38km/h, 76.51 V, -8.24A , 13:36:30
54.30km/h, 76.37 V, -8.34A , 13:36:30
54.18km/h, 76.40 V, -8.13A , 13:36:30
54.09km/h, 76.43 V, -8.18A , 13:36:30
54.01km/h, 76.37 V, -8.24A , 13:36:30
53.96km/h, 76.26 V, -8.16A , 13:36:30
53.88km/h, 76.01 V, -8.10A , 13:36:31
53.82km/h, 76.11 V, -8.11A , 13:36:31
53.73km/h, 76.12 V, -7.88A , 13:36:31
53.61km/h, 76.12 V, -7.80A , 13:36:31
53.44km/h, 76.09 V, -7.88A , 13:36:31
53.33km/h, 76.17 V, -7.66A , 13:36:31
53.26km/h, 76.38 V, -7.76A , 13:36:31
53.15km/h, 76.39 V, -7.72A , 13:36:31
53.04km/h, 76.56 V, -7.62A , 13:36:31
52.92km/h, 76.53 V, -7.69A , 13:36:31
52.81km/h, 76.65 V, -7.65A , 13:36:31
52.67km/h, 76.60 V, -7.64A , 13:36:31
52.57km/h, 76.62 V, -7.79A , 13:36:31
52.52km/h, 76.56 V, -7.75A , 13:36:31
52.44km/h, 76.57 V, -7.55A , 13:36:31
52.37km/h, 76.59 V, -7.68A , 13:36:31
52.28km/h, 76.49 V, -7.56A , 13:36:31
52.21km/h, 76.43 V, -7.52A , 13:36:31
52.14km/h, 76.45 V, -7.58A , 13:36:31
52.08km/h, 76.71 V, -7.34A , 13:36:31
51.97km/h, 76.61 V, -7.30A , 13:36:31
51.90km/h, 76.61 V, -7.24A , 13:36:31
51.78km/h, 76.59 V, -7.17A , 13:36:31
51.66km/h, 76.69 V, -7.15A , 13:36:31
51.58km/h, 76.66 V, -7.25A , 13:36:32
51.52km/h, 76.66 V, -7.19A , 13:36:32
51.42km/h, 76.64 V, -7.16A , 13:36:32
51.33km/h, 76.65 V, -7.19A , 13:36:32
51.21km/h, 76.57 V, -7.19A , 13:36:32
51.14km/h, 76.48 V, -7.28A , 13:36:32
51.06km/h, 76.58 V, -7.26A , 13:36:32
50.97km/h, 76.55 V, -7.26A , 13:36:32
50.90km/h, 76.51 V, -7.13A , 13:36:32
50.84km/h, 76.39 V, -7.08A , 13:36:32
50.77km/h, 76.40 V, -7.04A , 13:36:32
50.68km/h, 76.48 V, -6.80A , 13:36:32
50.53km/h, 76.42 V, -6.76A , 13:36:32
50.39km/h, 76.42 V, -6.71A , 13:36:32
50.25km/h, 76.31 V, -6.56A , 13:36:32
50.09km/h, 76.36 V, -6.48A , 13:36:32
49.94km/h, 76.45 V, -6.41A , 13:36:32
49.79km/h, 76.33 V, -6.34A , 13:36:32
49.64km/h, 76.33 V, -6.34A , 13:36:32
49.43km/h, 76.43 V, -6.33A , 13:36:32
49.22km/h, 76.57 V, -6.30A , 13:36:32
49.05km/h, 76.49 V, -6.36A , 13:36:32
48.88km/h, 76.65 V, -6.26A , 13:36:32
48.74km/h, 76.76 V, -6.21A , 13:36:32
48.60km/h, 76.86 V, -6.03A , 13:36:32
48.45km/h, 76.93 V, -5.95A , 13:36:33
48.30km/h, 76.75 V, -5.95A , 13:36:33
48.14km/h, 77.11 V, -5.88A , 13:36:33
47.97km/h, 77.13 V, -5.81A , 13:36:33
47.81km/h, 77.03 V, -5.72A , 13:36:33
47.69km/h, 77.15 V, -5.59A , 13:36:33
47.49km/h, 77.16 V, -5.52A , 13:36:33
47.33km/h, 77.14 V, -5.52A , 13:36:33
47.12km/h, 77.19 V, -5.48A , 13:36:33
46.95km/h, 77.32 V, -5.53A , 13:36:33
46.76km/h, 77.11 V, -5.46A , 13:36:33
46.61km/h, 77.11 V, -5.38A , 13:36:33
46.43km/h, 77.03 V, -5.23A , 13:36:33
46.22km/h, 77.18 V, -5.14A , 13:36:33
46.08km/h, 77.20 V, -5.13A , 13:36:33
45.83km/h, 77.00 V, -5.07A , 13:36:33
45.64km/h, 77.11 V, -4.96A , 13:36:33
45.42km/h, 77.04 V, -4.85A , 13:36:33
45.21km/h, 76.95 V, -4.65A , 13:36:33
44.95km/h, 76.95 V, -4.47A , 13:36:33
44.68km/h, 77.11 V, -4.29A , 13:36:33
44.33km/h, 77.31 V, -4.11A , 13:36:33
43.96km/h, 77.25 V, -3.88A , 13:36:33
43.58km/h, 77.29 V, -3.68A , 13:36:34
43.12km/h, 77.49 V, -3.45A , 13:36:34
42.68km/h, 77.64 V, -3.21A , 13:36:34
42.19km/h, 77.76 V, -3.02A , 13:36:34
41.70km/h, 77.82 V, -2.86A , 13:36:34
41.18km/h, 77.90 V, -2.74A , 13:36:34
40.64km/h, 77.81 V, -2.68A , 13:36:34
40.09km/h, 77.75 V, -2.60A , 13:36:34
39.56km/h, 77.74 V, -2.51A , 13:36:34
39.08km/h, 77.74 V, -2.54A , 13:36:34
38.56km/h, 77.73 V, -2.50A , 13:36:34
38.08km/h, 77.57 V, -2.47A , 13:36:34
37.60km/h, 77.46 V, -2.42A , 13:36:34
37.14km/h, 77.39 V, -2.44A , 13:36:34
36.70km/h, 77.36 V, -2.35A , 13:36:34
36.28km/h, 77.31 V, -2.29A , 13:36:34
35.86km/h, 77.45 V, -2.25A , 13:36:34
35.48km/h, 77.45 V, -2.25A , 13:36:34
35.09km/h, 77.39 V, -2.17A , 13:36:34
34.68km/h, 77.41 V, -2.13A , 13:36:34
34.34km/h, 77.38 V, -2.08A , 13:36:34
33.97km/h, 77.41 V, -2.02A , 13:36:34
33.62km/h, 77.51 V, -1.98A , 13:36:35
33.26km/h, 77.39 V, -1.92A , 13:36:35
32.91km/h, 77.46 V, -1.89A , 13:36:35
32.56km/h, 77.46 V, -1.87A , 13:36:35
32.22km/h, 77.33 V, -1.81A , 13:36:35
31.85km/h, 77.30 V, -1.75A , 13:36:35
31.52km/h, 77.26 V, -1.73A , 13:36:35
31.17km/h, 77.26 V, -1.70A , 13:36:35
30.82km/h, 77.18 V, -1.64A , 13:36:35
30.46km/h, 77.18 V, -1.59A , 13:36:35
30.11km/h, 77.20 V, -1.59A , 13:36:35
29.78km/h, 77.29 V, -1.54A , 13:36:35
29.45km/h, 77.33 V, -1.53A , 13:36:35
29.09km/h, 77.34 V, -1.44A , 13:36:35
28.74km/h, 77.44 V, -1.42A , 13:36:35
28.39km/h, 77.43 V, -1.39A , 13:36:35
28.04km/h, 77.43 V, -1.34A , 13:36:35
27.67km/h, 77.50 V, -1.29A , 13:36:35
27.29km/h, 77.63 V, -1.24A , 13:36:35
26.92km/h, 77.66 V, -1.21A , 13:36:35
26.55km/h, 77.52 V, -1.18A , 13:36:36
26.17km/h, 77.46 V, -1.11A , 13:36:36
25.77km/h, 77.33 V, -1.08A , 13:36:36
25.39km/h, 77.33 V, -1.08A , 13:36:36
25.02km/h, 77.29 V, -1.05A , 13:36:36
24.64km/h, 77.28 V, -1.01A , 13:36:36
24.27km/h, 77.32 V, -0.98A , 13:36:36
23.91km/h, 77.26 V, -0.94A , 13:36:36
23.53km/h, 77.20 V, -0.90A , 13:36:36
23.15km/h, 77.18 V, -0.84A , 13:36:36
22.76km/h, 77.21 V, -0.79A , 13:36:36
22.38km/h, 77.24 V, -0.78A , 13:36:36
22.00km/h, 77.44 V, -0.70A , 13:36:36
21.61km/h, 77.43 V, -0.64A , 13:36:36
21.21km/h, 77.38 V, -0.59A , 13:36:36
20.81km/h, 77.41 V, -0.53A , 13:36:36
20.39km/h, 77.53 V, -0.49A , 13:36:36
19.97km/h, 77.53 V, -0.46A , 13:36:37
19.54km/h, 77.54 V, -0.40A , 13:36:37
19.10km/h, 77.56 V, -0.38A , 13:36:37
18.66km/h, 77.58 V, -0.32A , 13:36:37
18.19km/h, 77.70 V, -0.27A , 13:36:37
17.72km/h, 77.52 V, -0.24A , 13:36:37
17.26km/h, 77.48 V, -0.22A , 13:36:37
16.79km/h, 77.59 V, -0.15A , 13:36:37
16.31km/h, 77.69 V, -0.17A , 13:36:37
15.86km/h, 77.63 V, -0.13A , 13:36:37
15.41km/h, 77.66 V, -0.11A , 13:36:37
14.99km/h, 77.69 V, -0.14A , 13:36:37
14.58km/h, 77.76 V, -0.11A , 13:36:37
14.17km/h, 77.82 V, -0.13A , 13:36:37
13.79km/h, 77.75 V, -0.11A , 13:36:38
13.43km/h, 77.93 V, -0.11A , 13:36:38
13.07km/h, 78.12 V, -0.10A , 13:36:38
12.73km/h, 78.17 V, -0.09A , 13:36:38
12.41km/h, 78.19 V, -0.06A , 13:36:38
12.08km/h, 78.26 V, -0.03A , 13:36:38
11.72km/h, 78.36 V, 0.02A , 13:36:38
11.27km/h, 78.42 V, 0.07A , 13:36:38
10.76km/h, 78.48 V, 0.11A , 13:36:38
10.22km/h, 78.55 V, 0.14A , 13:36:38
9.62km/h, 78.62 V, 0.17A , 13:36:38
8.98km/h, 78.59 V, 0.18A , 13:36:39
8.27km/h, 78.59 V, 0.20A , 13:36:39
7.49km/h, 78.59 V, 0.21A , 13:36:39
6.62km/h, 78.61 V, 0.25A , 13:36:39
5.71km/h, 78.57 V, -0.13A , 13:36:40
4.82km/h, 78.57 V, -0.15A , 13:36:40
4.08km/h, 78.57 V, -0.15A , 13:36:41
4.08km/h, 78.57 V, -0.16A , 13:36:42
4.08km/h, 77.32 V, -0.15A , 13:36:44
 NANkm/h, 0.00 V, 0.02A , 13:49:28
 NANkm/h, 0.02 V, 0.04A , 13:49:29
 NANkm/h, 0.05 V, 0.05A , 13:49:30
 NANkm/h, 0.07 V, 0.07A , 13:49:32
 NANkm/h, 0.09 V, 0.07A , 13:49:33
 NANkm/h, 0.11 V, 0.08A , 13:49:35
 NANkm/h, 0.13 V, 0.10A , 13:49:36
 NANkm/h, 0.15 V, 0.11A , 13:49:37
 NANkm/h, 0.17 V, 0.12A , 13:49:39
 NANkm/h, 0.18 V, 0.12A , 13:49:40
 NANkm/h, 0.21 V, 0.11A , 13:49:42
 NANkm/h, 0.22 V, 0.10A , 13:49:43
 NANkm/h, 0.21 V, 0.09A , 13:49:44
 NANkm/h, 0.22 V, 0.09A , 13:49:46
 NANkm/h, 0.22 V, 0.09A , 13:49:47
 NANkm/h, 0.02 V, 0.01A , 13:49:51
 NANkm/h, 0.03 V, 0.02A , 13:49:52
 NANkm/h, 0.05 V, 0.03A , 13:49:54
 NANkm/h, 0.07 V, 0.04A , 13:49:55
 NANkm/h, 0.08 V, 0.04A , 13:49:56
 NANkm/h, 0.10 V, 0.05A , 13:49:58
 NANkm/h, 0.12 V, 0.05A , 13:49:59
 NANkm/h, 0.15 V, 0.06A , 13:50:1
 NANkm/h, 0.16 V, 0.06A , 13:50:2
 NANkm/h, 0.19 V, 0.07A , 13:50:3
 NANkm/h, 0.20 V, 0.07A , 13:50:5
 NANkm/h, 0.22 V, 0.07A , 13:50:6
 NANkm/h, 0.21 V, 0.06A , 13:50:8
 NANkm/h, 0.22 V, 0.06A , 13:50:9
 NANkm/h, 0.24 V, 0.06A , 13:50:11
 NANkm/h, 0.23 V, 0.07A , 13:50:12
 NANkm/h, 0.24 V, 0.07A , 13:50:13
 NANkm/h, 0.23 V, 0.08A , 13:50:15
 NANkm/h, 0.24 V, 0.08A , 13:50:16
 NANkm/h, 0.24 V, 0.08A , 13:50:18
 NANkm/h, 0.24 V, 0.09A , 13:50:19
 NANkm/h, 0.24 V, 0.08A , 13:50:20
 NANkm/h, 0.25 V, 0.10A , 13:50:22
 NANkm/h, 0.24 V, 0.09A , 13:50:23
 NANkm/h, 0.22 V, 0.09A , 13:50:25
 NANkm/h, 0.22 V, 0.09A , 13:50:26
 NANkm/h, 0.22 V, 0.09A , 13:50:27
 NANkm/h, 0.22 V, 0.08A , 13:50:29
 NANkm/h, 0.22 V, 0.09A , 13:50:30
 NANkm/h, 0.22 V, 0.09A , 13:50:32
 NANkm/h, 0.21 V, 0.08A , 13:50:33
 NANkm/h, 0.20 V, 0.08A , 13:50:35
 NANkm/h, 0.19 V, 0.07A , 13:50:36
 NANkm/h, 0.18 V, 0.09A , 13:50:37
 NANkm/h, 0.19 V, 0.09A , 13:50:39
 NANkm/h, 0.20 V, 0.09A , 13:50:40
 NANkm/h, 0.20 V, 0.09A , 13:50:42
 NANkm/h, 0.18 V, 0.09A , 13:50:43
 NANkm/h, 0.19 V, 0.09A , 13:50:44
 NANkm/h, 0.18 V, 0.07A , 13:50:46
 NANkm/h, 0.18 V, 0.07A , 13:50:47
 NANkm/h, 0.19 V, 0.08A , 13:50:49
 NANkm/h, 0.20 V, 0.07A , 13:50:50
 NANkm/h, 0.21 V, 0.07A , 13:50:51
 NANkm/h, 0.22 V, 0.06A , 13:50:53
 NANkm/h, 0.21 V, 0.07A , 13:50:54
 NANkm/h, 0.22 V, 0.05A , 13:50:56
 NANkm/h, 0.22 V, 0.06A , 13:50:57
 NANkm/h, 0.22 V, 0.05A , 13:50:59
 NANkm/h, 0.02 V, 0.00A , 13:51:6
 NANkm/h, 0.03 V, 0.02A , 13:51:7
 NANkm/h, 0.05 V, 0.02A , 13:51:9
 NANkm/h, 0.06 V, 0.02A , 13:51:10
 NANkm/h, 0.08 V, 0.02A , 13:51:11
 NANkm/h, 0.11 V, 0.03A , 13:51:13
 NANkm/h, 0.12 V, 0.03A , 13:51:14
 NANkm/h, 0.13 V, 0.03A , 13:51:16
 NANkm/h, 0.13 V, 0.03A , 13:51:17
 NANkm/h, 0.14 V, 0.04A , 13:51:19
 NANkm/h, 0.13 V, 0.04A , 13:51:20
 NANkm/h, 0.13 V, 0.03A , 13:51:21
 NANkm/h, 0.13 V, 0.04A , 13:51:23
 NANkm/h, 0.15 V, 0.04A , 13:51:24
 NANkm/h, 0.14 V, 0.04A , 13:51:26
 NANkm/h, 0.13 V, 0.04A , 13:51:27
 NANkm/h, 0.13 V, 0.04A , 13:51:28
 NANkm/h, 0.13 V, 0.04A , 13:51:30
 NANkm/h, 0.15 V, 0.05A , 13:51:31
 NANkm/h, 0.02 V, 0.01A , 13:51:35
 NANkm/h, 0.04 V, 0.02A , 13:51:36
 NANkm/h, 0.05 V, 0.02A , 13:51:38
 NANkm/h, 0.07 V, 0.02A , 13:51:39
 NANkm/h, 0.08 V, 0.03A , 13:51:40
 NANkm/h, 0.11 V, 0.03A , 13:51:42
 NANkm/h, 0.12 V, 0.04A , 13:51:43
 NANkm/h, 0.13 V, 0.05A , 13:51:45
 NANkm/h, 0.15 V, 0.06A , 13:51:46
 NANkm/h, 0.17 V, 0.06A , 13:51:48
 NANkm/h, 0.16 V, 0.07A , 13:51:49
 NANkm/h, 0.16 V, 0.07A , 13:51:50
 NANkm/h, 0.16 V, 0.09A , 13:51:52
 NANkm/h, 0.15 V, 0.10A , 13:51:53
 NANkm/h, 0.16 V, 0.11A , 13:51:55
 NANkm/h, 0.14 V, 0.11A , 13:51:56
 NANkm/h, 0.14 V, 0.11A , 13:51:57
 NANkm/h, 0.13 V, 0.11A , 13:51:59
 NANkm/h, 0.12 V, 0.11A , 13:52:0
 NANkm/h, 0.12 V, 0.11A , 13:52:2
 NANkm/h, 0.11 V, 0.09A , 13:52:3
 NANkm/h, 0.10 V, 0.09A , 13:52:4
 NANkm/h, 0.09 V, 0.07A , 13:52:6
 NANkm/h, 0.09 V, 0.07A , 13:52:7
1.80km/h, 0.00 V, 0.01A , 13:52:19
1.80km/h, 0.01 V, 0.02A , 13:52:20
1.80km/h, 0.02 V, 0.01A , 13:52:22
1.80km/h, 0.03 V, 0.02A , 13:52:23
1.80km/h, 0.03 V, 0.02A , 13:52:25
1.80km/h, 0.00 V, -0.00A , 13:52:28
1.80km/h, 0.01 V, 0.00A , 13:52:29
1.80km/h, 0.01 V, 0.01A , 13:52:31
1.80km/h, 0.03 V, 0.00A , 13:52:32
1.80km/h, 0.03 V, 0.01A , 13:52:34
1.80km/h, 0.05 V, 0.01A , 13:52:35
1.80km/h, 0.05 V, 0.02A , 13:52:37
1.80km/h, 0.07 V, 0.02A , 13:52:38
1.80km/h, 0.07 V, 0.03A , 13:52:39
30105854.00km/h, 6.79 V, -0.01A , 13:54:7
30105854.00km/h, 13.59 V, -0.01A , 13:54:8
30105854.00km/h, 20.37 V, -0.01A , 13:54:10
0.12km/h, 26.93 V, -1.02A , 13:54:10
1.76km/h, 33.45 V, -2.39A , 13:54:10
4.03km/h, 39.91 V, -3.94A , 13:54:10
6.77km/h, 46.33 V, -5.61A , 13:54:10
9.98km/h, 52.76 V, -7.28A , 13:54:10
13.58km/h, 59.13 V, -8.94A , 13:54:10
17.57km/h, 65.57 V, -10.59A , 13:54:10
21.91km/h, 65.12 V, -12.25A , 13:54:11
26.62km/h, 64.68 V, -13.94A , 13:54:11
31.59km/h, 64.24 V, -15.62A , 13:54:11
36.42km/h, 64.01 V, -16.28A , 13:54:11
40.16km/h, 63.96 V, -16.58A , 13:54:11
43.45km/h, 63.93 V, -16.72A , 13:54:11
46.34km/h, 63.99 V, -16.70A , 13:54:11
48.81km/h, 64.12 V, -16.19A , 13:54:11
50.86km/h, 64.33 V, -15.62A , 13:54:11
52.54km/h, 64.48 V, -15.19A , 13:54:11
53.85km/h, 64.70 V, -14.60A , 13:54:11
54.80km/h, 64.94 V, -13.94A , 13:54:11
55.45km/h, 65.17 V, -13.51A , 13:54:11
55.86km/h, 65.47 V, -13.03A , 13:54:11
56.03km/h, 65.59 V, -12.43A , 13:54:11
56.04km/h, 65.77 V, -11.98A , 13:54:11
55.97km/h, 65.94 V, -11.43A , 13:54:11
55.87km/h, 65.97 V, -11.36A , 13:54:11
55.78km/h, 65.89 V, -11.50A , 13:54:11
55.67km/h, 65.84 V, -11.38A , 13:54:11
55.56km/h, 65.81 V, -11.52A , 13:54:11
55.46km/h, 65.79 V, -11.82A , 13:54:11
55.45km/h, 65.81 V, -11.78A , 13:54:11
55.43km/h, 65.73 V, -11.92A , 13:54:11
55.47km/h, 65.73 V, -11.87A , 13:54:11
55.49km/h, 65.72 V, -11.74A , 13:54:12
55.49km/h, 65.61 V, -11.85A , 13:54:12
55.52km/h, 65.59 V, -11.81A , 13:54:12
55.54km/h, 65.64 V, -11.74A , 13:54:12
55.58km/h, 65.62 V, -11.92A , 13:54:12
55.61km/h, 65.63 V, -11.78A , 13:54:12
55.65km/h, 65.58 V, -11.61A , 13:54:12
55.65km/h, 65.53 V, -11.72A , 13:54:12
55.62km/h, 65.52 V, -11.49A , 13:54:12
55.59km/h, 65.47 V, -11.58A , 13:54:12
55.61km/h, 65.35 V, -11.77A , 13:54:12
55.63km/h, 65.42 V, -11.63A , 13:54:12
55.61km/h, 65.38 V, -11.77A , 13:54:12
55.60km/h, 65.42 V, -11.78A , 13:54:12
